"deck_cols"
"deck_windurst,_federation_center"
"deck_winota,_joiner_of_forces"
"deck_world_map"
"deck_y'shtola_rhul"
"deck_yawgmoth,_thran_physician"
"deck_you're_not_alone"
"deck_yuna,_hope_of_spira"
"deck_yuriko,_the_tiger's_shadow"
"deck_zack_fair"
"deck_zanarkand,_ancient_metropolis"
"deck_zell_dincht"
"deck_zenos_yae_galvus"
"deck_zidane,_tantalus_thief"
"deck_zodiark,_umbral_god"
